					
					
Πίνετε αυτό το <L1>τσάι</L1> κρύο, 2-3 φορές τη μέρα πριν από τα γεύματα.	Take 1 teaspoon of pollen, 2 times a day for half an hour before meals.				
Όλα όσα λέγονται είναι καλά. Για όλα όσα δε λέγονται είναι κάπως σαν να κρύβουμε τη σκόνη κάτω από το <N1></N1> Ούτε λέξη σχετικά με το πρόβλημα του κόστους του εργατικού δυναμικού.	If we want to exorcise for good the demons that escaped from Pandora's box when technological progress lifted the lid, our training systems must become the mirror of society, reflecting it in their methods and technology.				
FALSE					
					
Έτσι, μαχαιρώνονται καημένα παιδιά, για τα οποία κανείς ποτέ δεν μιλά, γιατί δεν θέλησαν να δώσουν αμέσως το ρολόι τους ή το <L1>μπουφάν</L1> τους.	In spite of this, as a member from a neutral Nordic country, I am unable to approve all its details and I cannot give it my support.				
Έτσι, μαχαιρώνονται καημένα παιδιά, για τα οποία κανείς ποτέ δεν μιλά, γιατί δεν θέλησαν να δώσουν αμέσως το ρολόι τους ή το <N1></N1> τους.	In spite of this, as a member from a neutral Nordic country, I am unable to approve all its details and I cannot give it my support.				
FALSE					
					
Ελπίζω ότι δεν θα χρειαστεί να πάμε σε οίκο <L1>μασάζ</L1> για να ζήσουμε με ειρήνη και ασφάλεια.	Shortly before the fall of Constantinople, Mehmed II addressed these words to Constantine XI: 'both shores of the Bosphorus belong to me, the Asian shore populated by our Ottomans, the European shore because you are incapable of defending it'.				
Ελπίζω ότι δεν θα χρειαστεί να πάμε σε οίκο <N1></N1> για να ζήσουμε με ειρήνη και ασφάλεια.	Shortly before the fall of Constantinople, Mehmed II addressed these words to Constantine XI: 'both shores of the Bosphorus belong to me, the Asian shore populated by our Ottomans, the European shore because you are incapable of defending it'.				
FALSE					
					
Όμως, για τη δαιμονοποίηση αυτών των πρακτικών -όπως κάποτε έγινε με τη <L1>ψυχανάλυση</L1> -, ο Θεός να βάλει το χέρι του !	We also think that the building of housing must be based on recycling, sustainable use of natural resources, environmental and health considerations and energy efficiency.				
Όμως, για τη δαιμονοποίηση αυτών των πρακτικών -όπως κάποτε έγινε με τη <N1></N1> -, ο Θεός να βάλει το χέρι του !	We also think that the building of housing must be based on recycling, sustainable use of natural resources, environmental and health considerations and energy efficiency.				
FALSE					
					
Για παράδειγμα, δεν είναι δυνατόν να συνεχισθούν στην Ολλανδία τα <L1>αλκοτέστ</L1> λόγω του ότι η σχετική διάταξη είναι άκυρη.	The French translation, in particular, did not convey what alcopops are: sweet drinks containing alcohol, designed for young people and very dangerous.				
Για παράδειγμα, δεν είναι δυνατόν να συνεχισθούν στην Ολλανδία τα <N1></N1> λόγω του ότι η σχετική διάταξη είναι άκυρη.	The French translation, in particular, did not convey what alcopops are: sweet drinks containing alcohol, designed for young people and very dangerous.				
FALSE					
					
Η <L1>βίλα</L1> αυτή πωλήθηκε χωρίς να το επιδιώξει, αν και τους όφειλε μόνο ένα πολύ μικρό δάνειο.	The Olympic Games and the European Cup Final, for example, must be on free TV for every citizen. TV is Europe's Hollywood.				
Η <N1></N1> αυτή πωλήθηκε χωρίς να το επιδιώξει, αν και τους όφειλε μόνο ένα πολύ μικρό δάνειο.	The Olympic Games and the European Cup Final, for example, must be on free TV for every citizen. TV is Europe's Hollywood.				
FALSE					
					
Με τον τρόπο αυτό θέλουμε ν'αποφύγουμε την ύπαρξη, την εποχή των ψηφιακών, πολλών κανόνων όπως οι διάφορες παραλλαγές <L1>παλ</L1> και σεκάμ.	I myself come from a German Land where farms - with an average of 20 cattle - are much smaller than in many other regions of the European Union.				
Με τον τρόπο αυτό θέλουμε ν'αποφύγουμε την ύπαρξη, την εποχή των ψηφιακών, πολλών κανόνων όπως οι διάφορες παραλλαγές <N1></N1> και σεκάμ.	I myself come from a German Land where farms - with an average of 20 cattle - are much smaller than in many other regions of the European Union.				
FALSE					
					
Δεύτερον, θα ήταν πολιτική <L1>γκάφα</L1> να επεκτείνουμε αυτό το πρόγραμμα στην ανατολική Ευρώπη και μετά να μην μπορέσουμε να διαθέσουμε τα κονδύλια για το σκοπό αυτό.	when we commit ourselves to a programme of this kind, we must provide the necessary funding so that young people from disadvantaged backgrounds, minorities and other groups are not put to the bottom of the list, which may well otherwise be the case.	ανοησία γκάφα			
Δεύτερον, θα ήταν πολιτική <N1></N1> να επεκτείνουμε αυτό το πρόγραμμα στην ανατολική Ευρώπη και μετά να μην μπορέσουμε να διαθέσουμε τα κονδύλια για το σκοπό αυτό.	when we commit ourselves to a programme of this kind, we must provide the necessary funding so that young people from disadvantaged backgrounds, minorities and other groups are not put to the bottom of the list, which may well otherwise be the case.				
FALSE					
					
Θα πρέπει να νιώθει λες και δέχεται ένα <L1>μπουκέτο</L1> λουλούδια.	The directive, as drafted, is intended to keep the UK takeover system as intact as possible.				
Θα πρέπει να νιώθει λες και δέχεται ένα <N1></N1> λουλούδια.	The directive, as drafted, is intended to keep the UK takeover system as intact as possible.				
FALSE					
					
Για το λόγο αυτό η <L1>κανάτα</L1> με την οποία πίνεται ονομάζεται και μέτρο.	In Bavaria, for example, beer is drunk in a measured way - and that is why we call the mug from which we drink it a 'measure'.	βάζο δοχείο κανάτα			
Για το λόγο αυτό η <N1></N1> με την οποία πίνεται ονομάζεται και μέτρο.	In Bavaria, for example, beer is drunk in a measured way - and that is why we call the mug from which we drink it a 'measure'.				
FALSE					
					
Μου είπαν ότι οι γαλλίδες δεν θέλουν τις δουλειές των ανδρών και δεν έχουν την σοσιαλιστική νοσταλγία σοβιετικών γυναικών οι οποίες χειρίζονται <L1>κομπρεσέρ</L1> και αγροτικά μηχανήματα.	As a result of .detailed contacts with the Commission directorates general we achieved a result which . clearly shows, how well mainstreaming can operate in individual cases, but also how badly it operates in other fields such as, for example, industrial policy, where mainstreaming is still very unsatisfactory.	κομπρεσέρ τρυπάνι ισχύος			
Μου είπαν ότι οι γαλλίδες δεν θέλουν τις δουλειές των ανδρών και δεν έχουν την σοσιαλιστική νοσταλγία σοβιετικών γυναικών οι οποίες χειρίζονται <N1></N1> και αγροτικά μηχανήματα.	As a result of .detailed contacts with the Commission directorates general we achieved a result which . clearly shows, how well mainstreaming can operate in individual cases, but also how badly it operates in other fields such as, for example, industrial policy, where mainstreaming is still very unsatisfactory.				
FALSE					
					
Και για να κλείσω με το θέμα αυτό, θα υπενθυμίσω ότι η πρόταση οδηγίας σχετικά με το πόσιμο νερό, η οποία υπήρξε, την περασμένη εβδομάδα, αντικείμενο μιας πολιτικής συμφωνίας στο Συμβούλιο, προβλέπει αυστηρά ως ανώτατο όριο της παρουσίας του ακρυλαμιδιου στο 0, 1 <L1>μικρογραμμάριο</L1> ανά λίτρο.	And to end on this subject, I would remind you that the proposed directive on drinking water, which was the subject of a political agreement in the Council last week, is intended to limit the presence of Acryl amide strictly to 0.1 microgrammes per litre.				
Και για να κλείσω με το θέμα αυτό, θα υπενθυμίσω ότι η πρόταση οδηγίας σχετικά με το πόσιμο νερό, η οποία υπήρξε, την περασμένη εβδομάδα, αντικείμενο μιας πολιτικής συμφωνίας στο Συμβούλιο, προβλέπει αυστηρά ως ανώτατο όριο της παρουσίας του ακρυλαμιδιου στο 0, 1 <N1></N1> ανά λίτρο.	And to end on this subject, I would remind you that the proposed directive on drinking water, which was the subject of a political agreement in the Council last week, is intended to limit the presence of Acryl amide strictly to 0.1 microgrammes per litre.				
FALSE					
					
Κανείς εκτός από το πρωτόκολλο και το <L1>μαγνητόφωνο</L1> δεν μας ακούει εδώ.	Seventy percent of the world's 1.3 billion poor are women and lone women heading households are increasing dramatically across the world.				
Κανείς εκτός από το πρωτόκολλο και το <N1></N1> δεν μας ακούει εδώ.	Seventy percent of the world's 1.3 billion poor are women and lone women heading households are increasing dramatically across the world.				
FALSE					
					
Αν η τιμή της ποτάσας μειωθεί, τούτο θα έχει βραχυπρόθεσμα σοβαρές επιπτώσεις για την απασχόληση στο συγκεκριμένο τομέα (π.χ. η περιοχή του Άνω Ρήνου, η οποία παράγει <L1>ποτάσα</L1> και πλήττεται ήδη από την απόφαση για την παύση λειτουργίας των σχετικών εγκαταστάσεων το 2004, θα υποχρεωθεί να προχωρήσει στο πρόωρο κλείσιμο των εγκαταστάσεων αυτών).	If the price of potash were to fall, large numbers of jobs would be seriously affected in the near future (the Upper Rhine potash-mining area, for instance, which is already affected by the decision to close plant in 2004, would thus be faced with premature closure).				
Αν η τιμή της ποτάσας μειωθεί, τούτο θα έχει βραχυπρόθεσμα σοβαρές επιπτώσεις για την απασχόληση στο συγκεκριμένο τομέα (π.χ. η περιοχή του Άνω Ρήνου, η οποία παράγει <N1></N1> και πλήττεται ήδη από την απόφαση για την παύση λειτουργίας των σχετικών εγκαταστάσεων το 2004, θα υποχρεωθεί να προχωρήσει στο πρόωρο κλείσιμο των εγκαταστάσεων αυτών).	If the price of potash were to fall, large numbers of jobs would be seriously affected in the near future (the Upper Rhine potash-mining area, for instance, which is already affected by the decision to close plant in 2004, would thus be faced with premature closure).				
FALSE					
					
Αποτελεί ένα βασικό κομμάτι στο οικονομικό <L1>παζλ</L1> και θα ενώσει την Ευρώπη όσο ποτέ στο παρελθόν.	Like the rapporteur, I believe that increased synergy be tween the various players in the space industry is imperative.				
Αποτελεί ένα βασικό κομμάτι στο οικονομικό <N1></N1> και θα ενώσει την Ευρώπη όσο ποτέ στο παρελθόν.	Like the rapporteur, I believe that increased synergy be tween the various players in the space industry is imperative.				
FALSE					
					
Η <L1>τηλε</L1> - ιατρική μπορεί να δώσει απάντηση σε κάποια σοβαρά προβλήματα υγείας.	A Committee on Cohesion and the Information Society is currently being set up as part of this Action Centre's man date.				
Η <N1></N1> - ιατρική μπορεί να δώσει απάντηση σε κάποια σοβαρά προβλήματα υγείας.	A Committee on Cohesion and the Information Society is currently being set up as part of this Action Centre's man date.				
FALSE					
					
Πρόκειται άραγε για ένα κείμενο σχετικά με τον σεβασμό των ανθρωπίνων δικαιωμάτων ή για το πολιτικό <L1>μανιφέστο</L1> μιας συνοδοιπόρου του γαλλικού κομμουνιστικού κόμματος;	I would also like to thank those colleagues who made many suggestions for improvements, and I would also like to thank the committees asked for opinions for the contribution they made to improving the re port.				
Πρόκειται άραγε για ένα κείμενο σχετικά με τον σεβασμό των ανθρωπίνων δικαιωμάτων ή για το πολιτικό <N1></N1> μιας συνοδοιπόρου του γαλλικού κομμουνιστικού κόμματος;	I would also like to thank those colleagues who made many suggestions for improvements, and I would also like to thank the committees asked for opinions for the contribution they made to improving the re port.				
FALSE					
					
Κάποια στιγμή χρειάστηκε να πάω στην <L1>τουαλέτα</L1> και στη συνέχεια να πάω έξω και να πάρω έναν καφέ.	We are all agreed that it is essential to cut C02 emissions from transport, which are growing faster than in any other sector. We must progress the Commission's strategy to reduce C02 emissions from new cars.	μέρος τουαλέτα | αποχωρητήριο απόπατος αφοδευτήριο βεσέ καμπινές μέρος τουαλέτα			
Κάποια στιγμή χρειάστηκε να πάω στην <N1></N1> και στη συνέχεια να πάω έξω και να πάρω έναν καφέ.	We are all agreed that it is essential to cut C02 emissions from transport, which are growing faster than in any other sector. We must progress the Commission's strategy to reduce C02 emissions from new cars.				
FALSE					
					
Απαλλάξτε μας από τα πολιτικό -τηλεοπτικά <L1>μοντάζ</L1> που γνωρίσαμε κατά τη διάρκεια της σύρραξης στον Κόλπο.	This includes the chemical and biological warfare which Doug Henderson spoke about this morning.				
Απαλλάξτε μας από τα πολιτικό -τηλεοπτικά <N1></N1> που γνωρίσαμε κατά τη διάρκεια της σύρραξης στον Κόλπο.	This includes the chemical and biological warfare which Doug Henderson spoke about this morning.				
FALSE					
					
Τέλος, σε μερικά ψηφίσματα του Κοινβουλίου και από ορισμένους πολιτικούς κύκλους ζητείται το <L1>μποϊκοτάζ</L1> του πετρελαίου της Νιγηρίας.	Thanks to the subcommittee chaired by Mr Soulier, in Algeria's case, Parliament is moving in the right direction towards adopting a dignified position, so it will not contradict itself by adopting a paragraph which demands that an international committee of inquiry be set up on Algeria tomorrow.				
Τέλος, σε μερικά ψηφίσματα του Κοινβουλίου και από ορισμένους πολιτικούς κύκλους ζητείται το <N1></N1> του πετρελαίου της Νιγηρίας.	Thanks to the subcommittee chaired by Mr Soulier, in Algeria's case, Parliament is moving in the right direction towards adopting a dignified position, so it will not contradict itself by adopting a paragraph which demands that an international committee of inquiry be set up on Algeria tomorrow.				
FALSE					
					
στους δρόμους μόνον εφόσον δεν φαίνεται η <L1>σιλουέτα</L1> τους.	In Algeria it is becoming increasingly difficult for women to hang on to the freedoms which they had acquired.				
στους δρόμους μόνον εφόσον δεν φαίνεται η <N1></N1> τους.	In Algeria it is becoming increasingly difficult for women to hang on to the freedoms which they had acquired.				
FALSE					
					
Ξέρω, είσαστε <L1>μαέστρος</L1> στη διπλωματία, αλλά δεν θα έβλαπτε μια απάντηση.	Marset Campos (GUE/NGL). - (ES) Madam President, as a doctor, I can only deplore the development in Latin America of an aspect of epidemiology known as the epidemiology of violence.				
Ξέρω, είσαστε <N1></N1> στη διπλωματία, αλλά δεν θα έβλαπτε μια απάντηση.	Marset Campos (GUE/NGL). - (ES) Madam President, as a doctor, I can only deplore the development in Latin America of an aspect of epidemiology known as the epidemiology of violence.				
FALSE					
					
Αυτό το <L1>καπάκι</L1> αναπαριστά την Επιτροπή, η οποία έως σήμερα έκλεινε την πόρτα στις ιδέες του Κοινοβουλίου και της Επιτροπής Περιφερειακής Πολιτικής.	This lid is represented by the Commission, which up to now has closed the door on the ideas of Parliament and its Committee on Regional Policy.	βούλωμα καπάκι πώμα τάπα			
Αυτό το <N1></N1> αναπαριστά την Επιτροπή, η οποία έως σήμερα έκλεινε την πόρτα στις ιδέες του Κοινοβουλίου και της Επιτροπής Περιφερειακής Πολιτικής.	This lid is represented by the Commission, which up to now has closed the door on the ideas of Parliament and its Committee on Regional Policy.				
FALSE					
					
Έτσι, αντί να δημιουργήσουμε ένα είδος εργοστασίου που λειτουργεί με <L1>γκάζι</L1> - συγχωρείστε	President. - The debate is now suspended and will be continued after Question Time.	αέριο γκάζι			
Έτσι, αντί να δημιουργήσουμε ένα είδος εργοστασίου που λειτουργεί με <N1></N1> - συγχωρείστε	President. - The debate is now suspended and will be continued after Question Time.				
FALSE					
					
Αυτά τα λόγια για το <L1>μπαλκόνι</L1> ζημιώνουν το κύρος της Ένωσης.	The Court did emphatically not take the place of the leg islator, as the Danish and German Prime Ministers main tain.				
Αυτά τα λόγια για το <N1></N1> ζημιώνουν το κύρος της Ένωσης.	The Court did emphatically not take the place of the leg islator, as the Danish and German Prime Ministers main tain.				
FALSE					
					
Το δαμάσκηνο μέσα στον πατατοκεφτέ, το <L1>σνίτσελ</L1> μέσα στην τριμμένη φρυγανιά, τον κιμά μέσα στην πιπεριά.	We value Austria's role as a bridge.between the EU and the countries of central and eastern Europe, but we also want to remind the presidency of the importance of negotiations with the legitimate government of Cyprus, which should include, if possible, a representation from the Turkish Cypriot community, without any interference or blackmail from the Turkish government.				
Το δαμάσκηνο μέσα στον πατατοκεφτέ, το <N1></N1> μέσα στην τριμμένη φρυγανιά, τον κιμά μέσα στην πιπεριά.	We value Austria's role as a bridge.between the EU and the countries of central and eastern Europe, but we also want to remind the presidency of the importance of negotiations with the legitimate government of Cyprus, which should include, if possible, a representation from the Turkish Cypriot community, without any interference or blackmail from the Turkish government.				
FALSE					
					
Στις 12 Μαΐου μου δόθηκε γραπτή απάντηση της Επιτροπής με την οποία καταδικάζεται ο <L1>βανδαλισμός</L1> και επίσης αναφέρεται ότι η Επιτροπή σκοπεύει να ζητήσει από την Τουρκία να προβεί σε σχετικές ενέργειες και καταδίκη της πράξης αυτής.	On 12 May I received a written reply from the Commission condemning this act of vandalism and stating that it would ask the Turkish authorities to take appropriate measures and condemn this act.				
Στις 12 Μαΐου μου δόθηκε γραπτή απάντηση της Επιτροπής με την οποία καταδικάζεται ο <N1></N1> και επίσης αναφέρεται ότι η Επιτροπή σκοπεύει να ζητήσει από την Τουρκία να προβεί σε σχετικές ενέργειες και καταδίκη της πράξης αυτής.	On 12 May I received a written reply from the Commission condemning this act of vandalism and stating that it would ask the Turkish authorities to take appropriate measures and condemn this act.				
FALSE					
					
Η Ευρώπη οφείλει να διαλέξει το κατάλληλο <L1>γρανάζι</L1> για να προσαρμοστεί.	Worse still, by going against the very nature of Europe, they would weaken rather than strengthen it.				
Η Ευρώπη οφείλει να διαλέξει το κατάλληλο <N1></N1> για να προσαρμοστεί.	Worse still, by going against the very nature of Europe, they would weaken rather than strengthen it.				
FALSE					
					
Γι' αυτό πρέπει να επικροτηθεί ιδιαίτερα η πρόταση να υπάρχει μια υπόδειξη για τη δυνατότητα πληροφόρησης γύρω από τις ισχύουσες διατάξεις στο <L1>γκισέ</L1> του αεροδρομίου.	However, I imagine that it would also make sense in the interests of comprehensive and customer­oriented information if passengers were also to be informed of the higher compensatory amount in the same way, as that would improve the information considerably.	γκισέ θυρίδα πάγκος			
Γι' αυτό πρέπει να επικροτηθεί ιδιαίτερα η πρόταση να υπάρχει μια υπόδειξη για τη δυνατότητα πληροφόρησης γύρω από τις ισχύουσες διατάξεις στο <N1></N1> του αεροδρομίου.	However, I imagine that it would also make sense in the interests of comprehensive and customer­oriented information if passengers were also to be informed of the higher compensatory amount in the same way, as that would improve the information considerably.				
FALSE					
					
Αν τα <L1>κομβόι</L1> δεχθούν ένοπλη επίθεση πρέπει να έχουν δικαίωμα να αμυνθούν, και πρέπει να είναι ανάλογα εξοπλισμένα.	But I have heard no support for him here, no support for this hero, so that a dialogue could begin. But dialogue is not enough.				
Αν τα <N1></N1> δεχθούν ένοπλη επίθεση πρέπει να έχουν δικαίωμα να αμυνθούν, και πρέπει να είναι ανάλογα εξοπλισμένα.	But I have heard no support for him here, no support for this hero, so that a dialogue could begin. But dialogue is not enough.				
FALSE					
					
Ίσως αυτό ισχύει για την μάκρο - οικονομία, αλλά για τη <L1>μικροοικονομία</L1> υπάρχει όντως πρόβλημα, ιδίως στα σύνορα - όπως μας αναφέρουν συνεχώς τα εμπορικά κυκλώματα.	Both I and my group regard this as a high priority, and we also intend to bring pressure to bear on the Austrian Presidency on the subject.				
Ίσως αυτό ισχύει για την μάκρο - οικονομία, αλλά για τη <N1></N1> υπάρχει όντως πρόβλημα, ιδίως στα σύνορα - όπως μας αναφέρουν συνεχώς τα εμπορικά κυκλώματα.	Both I and my group regard this as a high priority, and we also intend to bring pressure to bear on the Austrian Presidency on the subject.				
FALSE					
					
Η σάλτσα και η <L1>γαρνιτούρα</L1> είναι ό, τι πρέπει, και η παρασκευή είναι προσεγμένη.	When I visited Atatiirk's mausoleum there was a book in which visiting heads of state could write their thoughts, and Azerbaijan's president had written 'Ataturk, your Turks areback'.				
Η σάλτσα και η <N1></N1> είναι ό, τι πρέπει, και η παρασκευή είναι προσεγμένη.	When I visited Atatiirk's mausoleum there was a book in which visiting heads of state could write their thoughts, and Azerbaijan's president had written 'Ataturk, your Turks areback'.				
FALSE					
					
Όμως το <L1>φέσι</L1> των Ηνωμένων Πολιτειών προς τα Ηνωμένα Έθνη δεν είναι τωρινό.	The UN is important and needs to be developed. Devel­opment demands reforms but, as long as the USA does not pay, it is tremendously difficult to get any major changes put into effect.				
Όμως το <N1></N1> των Ηνωμένων Πολιτειών προς τα Ηνωμένα Έθνη δεν είναι τωρινό.	The UN is important and needs to be developed. Devel­opment demands reforms but, as long as the USA does not pay, it is tremendously difficult to get any major changes put into effect.				
FALSE					
					
Θα έλεγα ότι είναι λίγο ανάλογα με το αν μας αρέσει η <L1>φάτσα</L1> του καθενός.	Because if we do not make fraud and corruption disappear, then ECHO and MED and PHARE and TACIS and so many others will disappear.	μούρη πρόσωπο φάτσα			
Θα έλεγα ότι είναι λίγο ανάλογα με το αν μας αρέσει η <N1></N1> του καθενός.	Because if we do not make fraud and corruption disappear, then ECHO and MED and PHARE and TACIS and so many others will disappear.				
FALSE					
					
Τότε ηγέρθη ένας <L1>ρεπουμπλικάνος</L1> αξιωματικός: ο στρατηγός Πινοσέτ.	Escola Hernando (ARE). - (ES) Mr President, I should like to thank the Commissioner for his statement.	ρεπουμπλικανός			
Τότε ηγέρθη ένας <N1></N1> αξιωματικός: ο στρατηγός Πινοσέτ.	Escola Hernando (ARE). - (ES) Mr President, I should like to thank the Commissioner for his statement.				
FALSE					
					
Τα <L1>μάπα</L1> του κόσμου είναι στραμμένα επάνω μας.	I am staggered at the absence of a single, solitary word of reference to the ECHO programme.				
Τα <N1></N1> του κόσμου είναι στραμμένα επάνω μας.	I am staggered at the absence of a single, solitary word of reference to the ECHO programme.				
FALSE					
					
Η υπόνοια αξιόποινων πράξεων, ο <L1>νεποτισμός</L1> και η κακή διαχείριση δεν μπορούν να κουκουλωθούν με την επίκληση πολιπκών επιτυχιών.	We have moved things forward which are new in education, as it is only since Maastricht that the Commission has had responsibility for education. We have set up second-chance schools and skills accreditation schemes.				
Η υπόνοια αξιόποινων πράξεων, ο <N1></N1> και η κακή διαχείριση δεν μπορούν να κουκουλωθούν με την επίκληση πολιπκών επιτυχιών.	We have moved things forward which are new in education, as it is only since Maastricht that the Commission has had responsibility for education. We have set up second-chance schools and skills accreditation schemes.				
FALSE					
					
Δηλαδή, αυτό θα σήμαινε όπ θα υπήρχε κίνδυνος να ξεσπάση ένας μεγάλος <L1>βαλκανικός</L1> πόλεμος.	As was pointed out earlier, although 80% of the territory of the European Union is rural, we must not forget that it is not 80% of our population that lives in these rural areas.				
Δηλαδή, αυτό θα σήμαινε όπ θα υπήρχε κίνδυνος να ξεσπάση ένας μεγάλος <N1></N1> πόλεμος.	As was pointed out earlier, although 80% of the territory of the European Union is rural, we must not forget that it is not 80% of our population that lives in these rural areas.				
FALSE					
					
4, η πρόταση της Επιτροπής πρόβλεπα τη δυνατότητα έκδοσης πιστοποιηπκών για ψηφιακές υπογραφές και με <L1>ψευδώνυμο</L1> κατόπιν αιτήσεως του υπογράφοντος.	Maes, Hardstaff, Olsson, Ephremidis, Guinebertiere, Lambraki, Cunha, Boogerd-Quaak, Daskalaki, Alavanos, Campos, Redondo Jiménez, Iversen, Filippi, Wilson, Schierhuber, Myller, Sturdy, Haug, Otila, Balzelli, Fraga Estévez, Berger, Virgin, Thomas, Trakatellis, Santini, Mayer, Lulling, Varela Suanzes-Carpegna, Khß, Keppelhoff-Wiechert, McCartin, Ebner, Funke (Council), Cunha, Funke, Fischler (Commission)				
4, η πρόταση της Επιτροπής πρόβλεπα τη δυνατότητα έκδοσης πιστοποιηπκών για ψηφιακές υπογραφές και με <N1></N1> κατόπιν αιτήσεως του υπογράφοντος.	Maes, Hardstaff, Olsson, Ephremidis, Guinebertiere, Lambraki, Cunha, Boogerd-Quaak, Daskalaki, Alavanos, Campos, Redondo Jiménez, Iversen, Filippi, Wilson, Schierhuber, Myller, Sturdy, Haug, Otila, Balzelli, Fraga Estévez, Berger, Virgin, Thomas, Trakatellis, Santini, Mayer, Lulling, Varela Suanzes-Carpegna, Khß, Keppelhoff-Wiechert, McCartin, Ebner, Funke (Council), Cunha, Funke, Fischler (Commission)				
FALSE					
					
Οι διαπραγμάτευσης ήταν εξαρχής πολύ δύσκολες, ιδιαίτερα λόγω των προβλημάτων που παρουσιάστηκαν κατά το άνοιγμα των αγροπκών αγορών και στις δύο πλευρές, αλλά και λόγω των διαφορετικών θέσεων σχεπκά με τη χρήση ονομασίας προέλευσης στο κρασί <L1>πόρτο</L1> και το σέρι που παράγονται στη Νόπο Αφρική.	The negotiations proved very difficult from the outset, especially because of the problems on both sides in regard to opening up their agricultural markets and because of the divergent positions on the use of designations of origin for port and sherry produced in South Africa.	Οπόρτο Πόρτο			
Οι διαπραγμάτευσης ήταν εξαρχής πολύ δύσκολες, ιδιαίτερα λόγω των προβλημάτων που παρουσιάστηκαν κατά το άνοιγμα των αγροπκών αγορών και στις δύο πλευρές, αλλά και λόγω των διαφορετικών θέσεων σχεπκά με τη χρήση ονομασίας προέλευσης στο κρασί <N1></N1> και το σέρι που παράγονται στη Νόπο Αφρική.	The negotiations proved very difficult from the outset, especially because of the problems on both sides in regard to opening up their agricultural markets and because of the divergent positions on the use of designations of origin for port and sherry produced in South Africa.				
FALSE					
					
Δύο τέτοιες μηχανότρατες να υπάρχουν στη Βαλπκή πάη <L1>στράφι</L1> και η αυτοδιαχάριση και η περιφερηοποίηση.	Furthermore, the experts who looked at régionalisation on behalf of the Committee on Fisheries have stated that régionalisation would involve substantial changes to the principle of relative stability.				
Δύο τέτοιες μηχανότρατες να υπάρχουν στη Βαλπκή πάη <N1></N1> και η αυτοδιαχάριση και η περιφερηοποίηση.	Furthermore, the experts who looked at régionalisation on behalf of the Committee on Fisheries have stated that régionalisation would involve substantial changes to the principle of relative stability.				
FALSE					
					
Προσωπικά, πάντως, δεν θα υποστήριζα το επιχείρημα όπ το να φοράη μία γυναίκα <L1>παντελόνι</L1> αποτελεί εγγύηση κατά του βιασμού.	I personally would not, by the way, use the argument that the wearing of jeans is a guarantee against rape.	γυναικείο παντελόνι πανταλόνι παντελόνι			
Προσωπικά, πάντως, δεν θα υποστήριζα το επιχείρημα όπ το να φοράη μία γυναίκα <N1></N1> αποτελεί εγγύηση κατά του βιασμού.	I personally would not, by the way, use the argument that the wearing of jeans is a guarantee against rape.				
FALSE					
					
Ορισμένοι στο Ευρωπαϊκό Κοινοβούλιο περιγράφουν την Επιτροπή Κανονισμού σαν να παρακολουθεί κανείς μια <L1>μπογιά</L1> να στεγνώνη σε 11 γλώσσες.	Some people in this Parliament describe the Rules Committee as like watching paint dry in 11 languages.	βαφή μπογιά χρώμα			
Ορισμένοι στο Ευρωπαϊκό Κοινοβούλιο περιγράφουν την Επιτροπή Κανονισμού σαν να παρακολουθεί κανείς μια <N1></N1> να στεγνώνη σε 11 γλώσσες.	Some people in this Parliament describe the Rules Committee as like watching paint dry in 11 languages.				
FALSE					
					
Εάν αυτή η κοινωνία δεν μπορεί να εκφράσει σωστά την αλληλεγγύη της σε μια τέτοιου είδους κατάσταση, τότε <L1>αντίο</L1> Ευρώπη!	That is not necessarily the case under this regulation, but we must create an instrument to do so very quickly.	αντίο γειά σου | αντίο αποχαιρετισμός γειά σου			
Εάν αυτή η κοινωνία δεν μπορεί να εκφράσει σωστά την αλληλεγγύη της σε μια τέτοιου είδους κατάσταση, τότε <N1></N1> Ευρώπη!	That is not necessarily the case under this regulation, but we must create an instrument to do so very quickly.				
FALSE					
					
Σαν να μην έφθανε αυτό, χάθηκε και η <L1>βαλίτσα</L1> μου.	As usual, it seeks to put the federalist obsession before the real needs of the people.				
Σαν να μην έφθανε αυτό, χάθηκε και η <N1></N1> μου.	As usual, it seeks to put the federalist obsession before the real needs of the people.				
FALSE					
					
Στη θέση της Ευρώπης των ονείρων μας υπάρχει σήμερα ένα <L1>προτεκτοράτο</L1> των Ηνωμένων Πολιταών της Αμερικής.	These reductions are only compensated for in part and, above all, we are preparing to fall into line with the United States in the world trade negotiations, as we did in 1992.	μπανανία προτεκτοράτο			
Στη θέση της Ευρώπης των ονείρων μας υπάρχει σήμερα ένα <N1></N1> των Ηνωμένων Πολιταών της Αμερικής.	These reductions are only compensated for in part and, above all, we are preparing to fall into line with the United States in the world trade negotiations, as we did in 1992.				
FALSE					
					
Οποιαδήποτε <L1>παραφωνία</L1> αποτελεί προδοσία και πρέπει να εξαλείφεται.	Perhaps today we are all paying the price for not having held out prospects of European integration for the region of the Balkans as well.	κακοφωνία παραφωνία | δυσαρμονία κακοφωνία παραφωνία			
Οποιαδήποτε <N1></N1> αποτελεί προδοσία και πρέπει να εξαλείφεται.	Perhaps today we are all paying the price for not having held out prospects of European integration for the region of the Balkans as well.				
FALSE					
					
