					
					
Πίνετε αυτό το <L1>τσάι</L1> κρύο, 2-3 φορές τη μέρα πριν από τα γεύματα.	Take 1 teaspoon of pollen, 2 times a day for half an hour before meals.				
FALSE					
					
Στην Ανακουφιστική Φροντίδα χρησιμοποιούνται οπιοειδή αναλγητικά, όπως η <L1>μορφίνη</L1> και άλλα φάρμακα σε συγκεκριμένες δόσεις και συνδυασμούς που συνήθως επιτυγχάνουν το επιθυμητό αποτέλεσμα.	Opioid analgesics can be used in palliative care, such as morphine and other drugs in particular doses and in combinations that usually achieve the desired result.				
Στην Ανακουφιστική Φροντίδα χρησιμοποιούνται οπιοειδή αναλγητικά, όπως η <N1></N1> και άλλα φάρμακα σε συγκεκριμένες δόσεις και συνδυασμούς που συνήθως επιτυγχάνουν το επιθυμητό αποτέλεσμα.	Opioid analgesics can be used in palliative care, such as morphine and other drugs in particular doses and in combinations that usually achieve the desired result.				
FALSE					
					
Από την πλατεία Ανεμόμυλων ανηφορίζει ο δρόμος για το Μοναστήρι του Αγίου Αντωνίου από το οποίο η θέα προς την Ν.Α. Πάρο και το <L1>μπουγάζι</L1> της Παροναξίας είναι μαγευτική.	The road towards the Monastery of Agios Antonios, which boasts a spectacular view towards southeast Paros and the channel between Paros and Naxos, heads uphill from Windmill square.				
Από την πλατεία Ανεμόμυλων ανηφορίζει ο δρόμος για το Μοναστήρι του Αγίου Αντωνίου από το οποίο η θέα προς την Ν.Α. Πάρο και το <N1></N1> της Παροναξίας είναι μαγευτική.	The road towards the Monastery of Agios Antonios, which boasts a spectacular view towards southeast Paros and the channel between Paros and Naxos, heads uphill from Windmill square.				
FALSE					
					
Η <L1>φωτομετρία</L1> με γωνία εκπομπής 3ο επιτρέπει να επιτευχθεί μια στενή καθορισμένη ακτίνα, ιδανική για τον τονισμό λεπτομερειών.	The optics with 3-degree emission angle allows to achieve a narrow defined beam, ideal to enhance details.				
Η <N1></N1> με γωνία εκπομπής 3ο επιτρέπει να επιτευχθεί μια στενή καθορισμένη ακτίνα, ιδανική για τον τονισμό λεπτομερειών.	The optics with 3-degree emission angle allows to achieve a narrow defined beam, ideal to enhance details.				
FALSE					
					
Το καπάκι δεν κλείνει αεροστεγώς όπως στα <L1>τάπερ</L1> φαγητού και είναι κυρίως για να προστατεύει το περιεχόμενο από την σκόνη αλλά και για να μπορείτε να τοποθετείτε το ένα δοχείο πάνω στο άλλο για εξοικονόμηση χώρου.	The lid does not seal tightly as in food containers, and is mainly to protect the contents from dust, but also to allow to put one container over another to save space.				
Το καπάκι δεν κλείνει αεροστεγώς όπως στα <N1></N1> φαγητού και είναι κυρίως για να προστατεύει το περιεχόμενο από την σκόνη αλλά και για να μπορείτε να τοποθετείτε το ένα δοχείο πάνω στο άλλο για εξοικονόμηση χώρου.	The lid does not seal tightly as in food containers, and is mainly to protect the contents from dust, but also to allow to put one container over another to save space.				
FALSE					
					
Νιώστε ελεύθεροι να εξερευνήσουν τη σεξουαλικότητά σας με την έρευνα για το τέλειο <L1>τραβεστί</L1> στην ηρεμία και την απόλυτη ανωνυμία.	Feel free to explore your sexuality by searching for the perfect tranny in peace and total anonymity.				
Νιώστε ελεύθεροι να εξερευνήσουν τη σεξουαλικότητά σας με την έρευνα για το τέλειο <N1></N1> στην ηρεμία και την απόλυτη ανωνυμία.	Feel free to explore your sexuality by searching for the perfect tranny in peace and total anonymity.				
FALSE					
					
Ένα τέτοιο περιστατικό ήταν και ο <L1>βανδαλισμός</L1> της παιδικής χαράς του Ειδικού Δημοτικού Σχολείου Κορίνθου.	One such incident was the vandalism of the playground of the Special Primary School of Corinth.				
Ένα τέτοιο περιστατικό ήταν και ο <N1></N1> της παιδικής χαράς του Ειδικού Δημοτικού Σχολείου Κορίνθου.	One such incident was the vandalism of the playground of the Special Primary School of Corinth.				
FALSE					
					
Έτσι, ακόμα και σήμερα στον ισλαμικό κόσμο οι γυναίκες είναι ιδιοκτησία των ανδρών, καλύπτονται σχεδόν εντελώς με ρούχα, συνήθως φορώντας το <L1>χιτζάμπ</L1> ή το τσαντόρ, που αφήνουν μόνο το πρόσωπο ακάλυπτο, ή το νικάμπ που αφήνει να φαίνονται μόνο τα μάτια, ή ακόμη και τη μπούρκα, που δεν αφήνει τίποτα.	Thus, even today in the Islamic world women are properties of men, are covered almost completely, usually wearing the hijab or chador, which leave only the face exposed, or the niqab that exposes only the eyes, or even the burqa, which exposes nothing at all.				
Έτσι, ακόμα και σήμερα στον ισλαμικό κόσμο οι γυναίκες είναι ιδιοκτησία των ανδρών, καλύπτονται σχεδόν εντελώς με ρούχα, συνήθως φορώντας το <N1></N1> ή το τσαντόρ, που αφήνουν μόνο το πρόσωπο ακάλυπτο, ή το νικάμπ που αφήνει να φαίνονται μόνο τα μάτια, ή ακόμη και τη μπούρκα, που δεν αφήνει τίποτα.	Thus, even today in the Islamic world women are properties of men, are covered almost completely, usually wearing the hijab or chador, which leave only the face exposed, or the niqab that exposes only the eyes, or even the burqa, which exposes nothing at all.				
FALSE					
					
Μόνο ένα τέτοιο ρεύμα επίσης θα μπορούσε ευχαρίστως να ερεθίζει αντί να κερδίζει την τεράστια πλειοψηφία του κινέζικου λαού, ειδικά αυτού που ζει στο Χονγκ Κονγκ κουρελιάζοντας επιδεικτικά και πετώντας στη θάλασσα την κινέζικη εθνική σημαία και όχι πχ. την <L1>φάτσα</L1> του χίτλερ Σι, όπως θα έκανε ένα πιο διεθνιστικό αντιφασιστικό κίνημα.	Only such a movement could also irritate with pleasure instead of winning over the vast majority of the Chinese people, especially those living in Hong Kong, by showily tattering and throwing into the sea the Chinese national flag, instead of e.g. the portrait of hitler Xi, as would do a more internationalist antifascist movement.	μούρη πρόσωπο φάτσα			
Μόνο ένα τέτοιο ρεύμα επίσης θα μπορούσε ευχαρίστως να ερεθίζει αντί να κερδίζει την τεράστια πλειοψηφία του κινέζικου λαού, ειδικά αυτού που ζει στο Χονγκ Κονγκ κουρελιάζοντας επιδεικτικά και πετώντας στη θάλασσα την κινέζικη εθνική σημαία και όχι πχ. την <N1></N1> του χίτλερ Σι, όπως θα έκανε ένα πιο διεθνιστικό αντιφασιστικό κίνημα.	Only such a movement could also irritate with pleasure instead of winning over the vast majority of the Chinese people, especially those living in Hong Kong, by showily tattering and throwing into the sea the Chinese national flag, instead of e.g. the portrait of hitler Xi, as would do a more internationalist antifascist movement.				
FALSE					
					
Αποτελείται από ανάγλυφη <L1>μουσελίνα</L1> με κοντά μανίκια και ολόσωμη φόδρα.	It has elastic in the middle and short sleeves with small ruffles.				
Αποτελείται από ανάγλυφη <N1></N1> με κοντά μανίκια και ολόσωμη φόδρα.	It has elastic in the middle and short sleeves with small ruffles.				
FALSE					
					
- Σονάτα (2001), για <L1>βιολοντσέλο</L1> και πιάνο (13΄30΄΄)	- Sonata (2001), for cello and piano (13΄30΄΄)				
- Σονάτα (2001), για <N1></N1> και πιάνο (13΄30΄΄)	- Sonata (2001), for cello and piano (13΄30΄΄)				
FALSE					
					
Δώστε πρώτος μία αξιολόγηση Μαύρο παντελόνι με λευκή φάσα στην πλαϊνή ραφή και στο <L1>μπατζάκι</L1> Ακύρωση απάντησης	Be the first to review  Black trousers with white fassia on the side seam and on the crotch  Cancel reply				
Δώστε πρώτος μία αξιολόγηση Μαύρο παντελόνι με λευκή φάσα στην πλαϊνή ραφή και στο <N1></N1> Ακύρωση απάντησης	Be the first to review  Black trousers with white fassia on the side seam and on the crotch  Cancel reply				
FALSE					
					
Γυναικείο μαύρο <L1>κοτλέ</L1> παντελόνι καμπάνα με πολύ λεπτή ρίγα.	Women's camel corduroy bell bottoms with very thin stripe.				
Γυναικείο μαύρο <N1></N1> παντελόνι καμπάνα με πολύ λεπτή ρίγα.	Women's camel corduroy bell bottoms with very thin stripe.				
FALSE					
					
Για την αυτόματη επαναφορά της σήτας μπορεί να τοποθετηθεί <L1>μεντεσές</L1> ή μηχανισμός επαναφοράς.	For the screen automatic resetting, a hinge or a resetting mechanism can be installed.				
Για την αυτόματη επαναφορά της σήτας μπορεί να τοποθετηθεί <N1></N1> ή μηχανισμός επαναφοράς.	For the screen automatic resetting, a hinge or a resetting mechanism can be installed.				
FALSE					
					
Επίσης, αναλαμβάνουμε υπηρεσίες ηλεκτρολογείου, <L1>βουλκανιζατέρ</L1> καθώς και την επισκευή τρακτέρ.	We also undertake electrical services, vulcanizers as well as tractor repair.				
Επίσης, αναλαμβάνουμε υπηρεσίες ηλεκτρολογείου, <N1></N1> καθώς και την επισκευή τρακτέρ.	We also undertake electrical services, vulcanizers as well as tractor repair.				
FALSE					
					
Οι ψησταριές για ξυλοκάρβουνα μπορεί να είναι επιδαπέδιες, με αναδιπλούμενα πόδια, τροχήλατες για εύκολη μετακίνηση, με βάση <L1>κολόνα</L1> για εύκολο και γρήγορο άναμμα και ελεγχόμενη ένταση της φωτιάς.	The Charcoal Grills could be free-standing, with folding legs, with a trolley base for easy movement, with a stand-base and could also have side shelves.				
Οι ψησταριές για ξυλοκάρβουνα μπορεί να είναι επιδαπέδιες, με αναδιπλούμενα πόδια, τροχήλατες για εύκολη μετακίνηση, με βάση <N1></N1> για εύκολο και γρήγορο άναμμα και ελεγχόμενη ένταση της φωτιάς.	The Charcoal Grills could be free-standing, with folding legs, with a trolley base for easy movement, with a stand-base and could also have side shelves.				
FALSE					
					
Κλείδωσαν την πόρτα που οδηγούσε στο χολ και το παράθυρο που έβλεπε στην είσοδο και τα κάλυψαν με εφημερίδες, κολλώντας ξανά χαρτιά γύρω απ' την πόρτα και τα κουφώματα. Μόλις τελείωσαν μ' αυτά τοποθέτησαν ένα τεράστιο <L1>μαγκάλι</L1> στο κέντρο του δωματίου, έριξαν μεγάλη ποσότητα θειάφι πάνω στα κάρβουνα και, μόλις ξεκίνησαν οι αναθυμιάσεις, έκλεισαν την πόρτα του καθιστικού και ακολούθησε η ίδια διαδικασία σφραγίσματος στην εξωτερική του πλευρά, απομονώνοντας έτσι τελείως το δωμάτιο.	The door leading to the hall, as well as the window facing the entrance, were thoroughly locked and plastered with newspaper, every fissure, and again glued paper all around the door and window frames; as soon as this was done they placed a huge brazier in the middle of the room, a lot of sulfur powder was fumed on the charcoal fire, and immediately closed the door of the sitting room; and again the same sealing procedure was repeated from the outside, thus isolating completely the mortuary room.				
Κλείδωσαν την πόρτα που οδηγούσε στο χολ και το παράθυρο που έβλεπε στην είσοδο και τα κάλυψαν με εφημερίδες, κολλώντας ξανά χαρτιά γύρω απ' την πόρτα και τα κουφώματα. Μόλις τελείωσαν μ' αυτά τοποθέτησαν ένα τεράστιο <N1></N1> στο κέντρο του δωματίου, έριξαν μεγάλη ποσότητα θειάφι πάνω στα κάρβουνα και, μόλις ξεκίνησαν οι αναθυμιάσεις, έκλεισαν την πόρτα του καθιστικού και ακολούθησε η ίδια διαδικασία σφραγίσματος στην εξωτερική του πλευρά, απομονώνοντας έτσι τελείως το δωμάτιο.	The door leading to the hall, as well as the window facing the entrance, were thoroughly locked and plastered with newspaper, every fissure, and again glued paper all around the door and window frames; as soon as this was done they placed a huge brazier in the middle of the room, a lot of sulfur powder was fumed on the charcoal fire, and immediately closed the door of the sitting room; and again the same sealing procedure was repeated from the outside, thus isolating completely the mortuary room.				
FALSE					
					
Η εστίαση φέτος είναι στον βασικό ρόλο που μπορεί να διαδραματίσει η <L1>υδρογραφία</L1> στην υποστήριξη των αυτόνομων τεχνολογιών.	The focus this year is on the key role hydrography can play in support of autonomous technologies.				
Η εστίαση φέτος είναι στον βασικό ρόλο που μπορεί να διαδραματίσει η <N1></N1> στην υποστήριξη των αυτόνομων τεχνολογιών.	The focus this year is on the key role hydrography can play in support of autonomous technologies.				
FALSE					
					
Για ακόμα πιο αισθητικό αποτέλεσμα, το φωτιστικό μπορεί να διακοσμηθεί με <L1>ντεκουπάζ</L1> ή φινιρίσματα από ανάγλυφο γύψο.	For an even more aesthetic result, the fixture can be decorated with decoupage or textured plaster finishes.				
Για ακόμα πιο αισθητικό αποτέλεσμα, το φωτιστικό μπορεί να διακοσμηθεί με <N1></N1> ή φινιρίσματα από ανάγλυφο γύψο.	For an even more aesthetic result, the fixture can be decorated with decoupage or textured plaster finishes.				
FALSE					
					
Να μου επιτραπεί να πω και μια <L1>κουβέντα</L1> για την πόλη που μας φιλοξενεί, για την Καβάλα.	Allow me, also, to say a word about the city that hosts us, about Kavala.	κουβέντα λέξη συζήτηση			
Να μου επιτραπεί να πω και μια <N1></N1> για την πόλη που μας φιλοξενεί, για την Καβάλα.	Allow me, also, to say a word about the city that hosts us, about Kavala.				
FALSE					
					
Μια πολύ σημαντική πόλη και ένα σημαντικό <L1>λιμάνι</L1> στη Βόρεια Ελλάδα, όπου η σιδηροδρομική διασύνδεση, που έλειπε για δεκαετίες, ήταν ένα έργο που θα έπρεπε να είχε γίνει εδώ και δεκαετίες, θα την αναβαθμίσει, θα δώσει άλλη δυναμική στο λιμάνι, άλλη δυναμική εμπορευματική, αλλά και δυναμική τουριστικής ανάπτυξης.	A very important city and a major port in northern Greece, where the railway link, absent for decades, was a project that should have been completed for decades, it will upgrade, give a new trade dynamic, but also a dynamic in tourism development.				
Μια πολύ σημαντική πόλη και ένα σημαντικό <N1></N1> στη Βόρεια Ελλάδα, όπου η σιδηροδρομική διασύνδεση, που έλειπε για δεκαετίες, ήταν ένα έργο που θα έπρεπε να είχε γίνει εδώ και δεκαετίες, θα την αναβαθμίσει, θα δώσει άλλη δυναμική στο λιμάνι, άλλη δυναμική εμπορευματική, αλλά και δυναμική τουριστικής ανάπτυξης.	A very important city and a major port in northern Greece, where the railway link, absent for decades, was a project that should have been completed for decades, it will upgrade, give a new trade dynamic, but also a dynamic in tourism development.				
FALSE					
					
Αλέξης Τσίπρας: Να πω ότι συμφωνώ απόλυτα με τον Μπόικο Μπορίσοφ, τον Βούλγαρο Πρωθυπουργό, αν και πιστεύω ότι δεν χρειάζεται να πούμε πολλά στον Γιούνκερ διότι αυτό ακριβώς το <L1>μοντέλο</L1> συνεργασίας είναι που η Ευρωπαϊκή Επιτροπή - πιστεύω ακράδαντα - επιδιώκει, επιθυμεί και ενισχύει και προωθεί ως μοντέλο διακρατικής συνεργασίας για την ανάπτυξη και την συμβολή στον εκσυγχρονισμό των υποδομών και στη σταθερότητα, όμως, στην Ευρώπη.	Alexis Tsipras: To say that I fully agree with Boyko Borissov, the Bulgarian Prime Minister, although I do not think we need to say much to Juncker because this very model of cooperation is what the European Commission, I strongly believe, seeks, wishes, strengthens and promotes as a model of transnational cooperation for growth and contribution to infrastructure modernization and stability, however, in Europe.	ήρωας μοντέλο πρότυπο			
Αλέξης Τσίπρας: Να πω ότι συμφωνώ απόλυτα με τον Μπόικο Μπορίσοφ, τον Βούλγαρο Πρωθυπουργό, αν και πιστεύω ότι δεν χρειάζεται να πούμε πολλά στον Γιούνκερ διότι αυτό ακριβώς το <N1></N1> συνεργασίας είναι που η Ευρωπαϊκή Επιτροπή - πιστεύω ακράδαντα - επιδιώκει, επιθυμεί και ενισχύει και προωθεί ως μοντέλο διακρατικής συνεργασίας για την ανάπτυξη και την συμβολή στον εκσυγχρονισμό των υποδομών και στη σταθερότητα, όμως, στην Ευρώπη.	Alexis Tsipras: To say that I fully agree with Boyko Borissov, the Bulgarian Prime Minister, although I do not think we need to say much to Juncker because this very model of cooperation is what the European Commission, I strongly believe, seeks, wishes, strengthens and promotes as a model of transnational cooperation for growth and contribution to infrastructure modernization and stability, however, in Europe.				
FALSE					
					
Αλέξης Τσίπρας: Αναφέρθηκα και στην αρχή ότι έχει ένα ιδιαίτερο συμβολικό γεγονός ότι βρίσκεται σήμερα εδώ ο Βούλγαρος Πρωθυπουργός, ανήμερα της επετείου της ένωσης της Βουλγαρίας και νομίζω ότι αυτός ο <L1>συμβολισμός</L1> είναι πολύ ενδιαφέρον συμβολισμός διότι, πράγματι, σήμερα εδώ τι κάνουμε; Ενώνουμε δυνάμεις.	Alexis Tsipras: I mentioned at the beginning that it is a special symbolic fact that today the Bulgarian Prime Minister is here, celebrating the anniversary of the Bulgarian Union, and I think this symbolism is very interesting because, today what are we indeed doing here?  We are joining forces.	συμβολική αναπαράσταση συμβολισμός			
Αλέξης Τσίπρας: Αναφέρθηκα και στην αρχή ότι έχει ένα ιδιαίτερο συμβολικό γεγονός ότι βρίσκεται σήμερα εδώ ο Βούλγαρος Πρωθυπουργός, ανήμερα της επετείου της ένωσης της Βουλγαρίας και νομίζω ότι αυτός ο <N1></N1> είναι πολύ ενδιαφέρον συμβολισμός διότι, πράγματι, σήμερα εδώ τι κάνουμε; Ενώνουμε δυνάμεις.	Alexis Tsipras: I mentioned at the beginning that it is a special symbolic fact that today the Bulgarian Prime Minister is here, celebrating the anniversary of the Bulgarian Union, and I think this symbolism is very interesting because, today what are we indeed doing here?  We are joining forces.				
FALSE					
					
Ιδιαίτερα σε εκείνες τις χώρες που έχουν βιώσει, όπως η Ελλάδα, δυσανάλογα το κοινωνικό <L1>κόστος</L1> της κρίσης.	Especially in those countries that have experienced, like Greece, disproportionately the social cost of the crisis.	έξοδα δαπάνη κόστος			
Ιδιαίτερα σε εκείνες τις χώρες που έχουν βιώσει, όπως η Ελλάδα, δυσανάλογα το κοινωνικό <N1></N1> της κρίσης.	Especially in those countries that have experienced, like Greece, disproportionately the social cost of the crisis.				
FALSE					
					
Και υπογραμμίσαμε την ανάγκη να αναβαθμιστεί ο παγκόσμιος και περιφερειακός <L1>ρόλος</L1> της Ευρωπαϊκής Ένωσης.	And we stressed the need to upgrade the global and regional role of the European Union.	ρόλος χαρακτήρας			
Και υπογραμμίσαμε την ανάγκη να αναβαθμιστεί ο παγκόσμιος και περιφερειακός <N1></N1> της Ευρωπαϊκής Ένωσης.	And we stressed the need to upgrade the global and regional role of the European Union.				
FALSE					
					
Να μιλήσω για τις προμήθειες στο χώρο της υγείας, για τις αλλαγές τις διαρκείς στην εκπαίδευση χωρίς στρατηγικό στόχο, για το χωρικό σχεδιασμό, για το λαθρεμπόριο, για τη γενικευμένη φοροδιαφυγή, για το αρρύθμιστο επί τριάντα χρόνια ραδιοτηλεοπτικό τοπίο, την αδήλωτη εργασία, τα δήθεν προγράμματα για την καταπολέμηση της ανεργίας, που δεν πήγαιναν στους ανέργους αλλά σε φίλους και γνωστούς και η <L1>λίστα</L1> αυτή, νομίζω, δεν έχει τέλος.	Let me mention health supplies, constant changes in education without a strategic goal, spatial planning, smuggling, generalized tax evasion, the unregulated framework of TV and Radio broadcasting for over 30 years, the undeclared job, programs supposedly to tackle unemployment that did not offer assistance to the unemployed but to friends and acquaintances, and this list, I think, is endless.	κατάλογος λίστα | κατάσταση λίστα			
Να μιλήσω για τις προμήθειες στο χώρο της υγείας, για τις αλλαγές τις διαρκείς στην εκπαίδευση χωρίς στρατηγικό στόχο, για το χωρικό σχεδιασμό, για το λαθρεμπόριο, για τη γενικευμένη φοροδιαφυγή, για το αρρύθμιστο επί τριάντα χρόνια ραδιοτηλεοπτικό τοπίο, την αδήλωτη εργασία, τα δήθεν προγράμματα για την καταπολέμηση της ανεργίας, που δεν πήγαιναν στους ανέργους αλλά σε φίλους και γνωστούς και η <N1></N1> αυτή, νομίζω, δεν έχει τέλος.	Let me mention health supplies, constant changes in education without a strategic goal, spatial planning, smuggling, generalized tax evasion, the unregulated framework of TV and Radio broadcasting for over 30 years, the undeclared job, programs supposedly to tackle unemployment that did not offer assistance to the unemployed but to friends and acquaintances, and this list, I think, is endless.				
FALSE					
					
Ενώ, επιτρέψτε μου την έκφραση, ίσως το μεγαλύτερο ανέκδοτο για χρόνια στην πόλη, το <L1>μετρό</L1> της Θεσσαλονίκης, επιτέλους προχωρά και όχι μόνο προχωρά, αλλά και τελειώνει, διότι σύντομα θα έχουμε τη δυνατότητα να το δώσουμε.	While, allow me the expression, perhaps the biggest joke for many years in the city, the metro of Thessaloniki, is finally moving forward and not only progressing, but also ending, because we will soon be able to offer it for use.				
Ενώ, επιτρέψτε μου την έκφραση, ίσως το μεγαλύτερο ανέκδοτο για χρόνια στην πόλη, το <N1></N1> της Θεσσαλονίκης, επιτέλους προχωρά και όχι μόνο προχωρά, αλλά και τελειώνει, διότι σύντομα θα έχουμε τη δυνατότητα να το δώσουμε.	While, allow me the expression, perhaps the biggest joke for many years in the city, the metro of Thessaloniki, is finally moving forward and not only progressing, but also ending, because we will soon be able to offer it for use.				
FALSE					
					
Πρόκειται για αριθμό <L1>ρεκόρ</L1> τα τελευταία 16 χρόνια, όχι μόνο ρεκόρ στα χρόνια της κρίσης.	This is a record number over the past 16 years, not just a record in the years of the crisis.				
Πρόκειται για αριθμό <N1></N1> τα τελευταία 16 χρόνια, όχι μόνο ρεκόρ στα χρόνια της κρίσης.	This is a record number over the past 16 years, not just a record in the years of the crisis.				
FALSE					
					
Μία πόλη πολιτισμική, που έχει αυτή την <L1>κουλτούρα</L1> έχει αυτή την παράδοση και μπορεί να παίξει πολύ σημαντικό ρόλο.	A civilization city that has the culture, has the tradition and that can play a very important role.				
Μία πόλη πολιτισμική, που έχει αυτή την <N1></N1> έχει αυτή την παράδοση και μπορεί να παίξει πολύ σημαντικό ρόλο.	A civilization city that has the culture, has the tradition and that can play a very important role.				
FALSE					
					
Ο κ. Μοέδας απευθυνόμενος προς τον Πρωθυπουργό εξέφρασε την αναγνώριση της Επιτροπής για την προτεραιότητα που δίνει η ελληνική κυβέρνηση στην έρευνα και την καινοτομία, καθώς και για την επιταχυνόμενη κάλυψη του χάσματος καινοτομίας που χώριζε την Ελλάδα από τον ευρωπαϊκό <L1>μέσο</L1> όρο.	Mr. Moedas, addressing the Prime Minister, stated that the Commission recognizes that the Greek government has established as a priority, research and innovation and the effort made to close the gap concerning innovation which separated Greece from the European average.				
Ο κ. Μοέδας απευθυνόμενος προς τον Πρωθυπουργό εξέφρασε την αναγνώριση της Επιτροπής για την προτεραιότητα που δίνει η ελληνική κυβέρνηση στην έρευνα και την καινοτομία, καθώς και για την επιταχυνόμενη κάλυψη του χάσματος καινοτομίας που χώριζε την Ελλάδα από τον ευρωπαϊκό <N1></N1> όρο.	Mr. Moedas, addressing the Prime Minister, stated that the Commission recognizes that the Greek government has established as a priority, research and innovation and the effort made to close the gap concerning innovation which separated Greece from the European average.				
FALSE					
					
Άλλωστε, όταν ανοίγουμε το <L1>παράθυρο</L1> σε περισσότερο δημοκρατικό έλεγχο, είμαστε ταυτόσημοι με το πνεύμα των συνθηκών, δεν αντιβαίνουμε το πνεύμα των συνθηκών.	After all, when we open the window to more democratic scrutiny, we are identical to the spirit of the Treaties, we do not contravene the spirit of the Treaties.				
Άλλωστε, όταν ανοίγουμε το <N1></N1> σε περισσότερο δημοκρατικό έλεγχο, είμαστε ταυτόσημοι με το πνεύμα των συνθηκών, δεν αντιβαίνουμε το πνεύμα των συνθηκών.	After all, when we open the window to more democratic scrutiny, we are identical to the spirit of the Treaties, we do not contravene the spirit of the Treaties.				
FALSE					
					
Ειδικά στο ζήτημα αυτό, η ρήξη μας με το παρελθόν της ευνοιοκρατίας, των πελατειακών σχέσεων και των προνομιούχων <L1>ελίτ</L1> ήταν, είναι και θα παραμείνει απόλυτη.	Especially in this issue, our rupture with favoritism of the past, the cliental relationships and the privileged elite was, is and will remain absolute.				
Ειδικά στο ζήτημα αυτό, η ρήξη μας με το παρελθόν της ευνοιοκρατίας, των πελατειακών σχέσεων και των προνομιούχων <N1></N1> ήταν, είναι και θα παραμείνει απόλυτη.	Especially in this issue, our rupture with favoritism of the past, the cliental relationships and the privileged elite was, is and will remain absolute.				
FALSE					
					
Και η <L1>διεθνής</L1> κοινότητα αναγνωρίζει αυτή τη θετική προοπτική της χώρας.	And the international community recognizes this positive outlook for the country.				
Και η <N1></N1> κοινότητα αναγνωρίζει αυτή τη θετική προοπτική της χώρας.	And the international community recognizes this positive outlook for the country.				
FALSE					
					
Όλοι μας και ο καθένας από το δικό του <L1>μετερίζι</L1> πρέπει να δείξουμε έμπρακτα την εμπιστοσύνη στις δικές μας δυνάμεις, την εμπιστοσύνη στην ελληνική οικονομία.	All of us have to demonstrated confidence in our own strengths, trust in the Greek economy.				
Όλοι μας και ο καθένας από το δικό του <N1></N1> πρέπει να δείξουμε έμπρακτα την εμπιστοσύνη στις δικές μας δυνάμεις, την εμπιστοσύνη στην ελληνική οικονομία.	All of us have to demonstrated confidence in our own strengths, trust in the Greek economy.				
FALSE					
					
Θέλω, λοιπόν, να πω εξαρχής ότι η συζήτηση για την παραγωγική ανασυγκρότηση, για ένα νέο μοντέλο που έχουμε ανάγκη, για ένα νέο υπόδειγμα παραγωγής, πρέπει επί της ουσίας να ξεκινήσει μέσα από την <L1>κριτική</L1> αποτίμηση του μοντέλου που μας έφερε ως εδώ.	I would therefore like to say from the start that the debate on productive reconstruction, about a new model that we need, about a new production model, must essentially start through the critical assessment of the model that brought us here.	αξιολόγηση κριτική σχολιασμός			
Θέλω, λοιπόν, να πω εξαρχής ότι η συζήτηση για την παραγωγική ανασυγκρότηση, για ένα νέο μοντέλο που έχουμε ανάγκη, για ένα νέο υπόδειγμα παραγωγής, πρέπει επί της ουσίας να ξεκινήσει μέσα από την <N1></N1> αποτίμηση του μοντέλου που μας έφερε ως εδώ.	I would therefore like to say from the start that the debate on productive reconstruction, about a new model that we need, about a new production model, must essentially start through the critical assessment of the model that brought us here.				
FALSE					
					
Αλλά αυτοί που κάνουν αυτή τη σύγκριση ξεχνούν να μας πουν ότι το <L1>πακέτο</L1> των προηγούμενων νόμων ήταν καθηλωτικό για την ανταγωνιστικότητα.	But those who make this comparison forget to tell us that the package of the previous laws was perfunctory for competitiveness.				
Αλλά αυτοί που κάνουν αυτή τη σύγκριση ξεχνούν να μας πουν ότι το <N1></N1> των προηγούμενων νόμων ήταν καθηλωτικό για την ανταγωνιστικότητα.	But those who make this comparison forget to tell us that the package of the previous laws was perfunctory for competitiveness.				
FALSE					
					
3. Και εσείς προσωπικά και ο υπουργός Εξωτερικών Νίκος Κοτζιάς έχουν παρουσιάσει την Ελλάδα σαν <L1>πόλο</L1> σταθερότητας σε μια ευαίσθητη περιοχή.	3.Both you personally and Foreign Minister Nikos Kotzias have presented Greece as a pillar of stability in a volatile area.				
3. Και εσείς προσωπικά και ο υπουργός Εξωτερικών Νίκος Κοτζιάς έχουν παρουσιάσει την Ελλάδα σαν <N1></N1> σταθερότητας σε μια ευαίσθητη περιοχή.	3.Both you personally and Foreign Minister Nikos Kotzias have presented Greece as a pillar of stability in a volatile area.				
FALSE					
					
7. Και Ελληνοαμερικανοί και Αμερικανοί επενδυτές σε διάφορα επενδυτικά <L1>φόρα</L1> στις ΗΠΑ ενώ αναγνωρίζουν την ελκυστικότητα της Ελλάδας ως επενδυτικού προορισμού, μιλούν για καθυστέρηση σε μεταρρυθμίσεις.	7.Both Greek American and US investors, addressing various investment fora in the United States, while acknowledging Greece's attractiveness as an investment destination, are also speaking about a delay in the reform process.	φορά			
7. Και Ελληνοαμερικανοί και Αμερικανοί επενδυτές σε διάφορα επενδυτικά <N1></N1> στις ΗΠΑ ενώ αναγνωρίζουν την ελκυστικότητα της Ελλάδας ως επενδυτικού προορισμού, μιλούν για καθυστέρηση σε μεταρρυθμίσεις.	7.Both Greek American and US investors, addressing various investment fora in the United States, while acknowledging Greece's attractiveness as an investment destination, are also speaking about a delay in the reform process.				
FALSE					
					
Είναι παλαιό μέλος της ΕΕ και του <L1>ΝΑΤΟ</L1> και ένας από τους λίγους που εκπληρώνει τις υποχρεώσεις του όσον αφορά τις στρατιωτικές δαπάνες και τις διεθνείς αντιτρομοκρατικές επιχειρήσεις.	It is a long time EU and NATO member, and one of the few that fulfills its obligations in terms of military expenditure and international antiterrorism operations.	ΝΑΤΟ Οργάνωση των Χωρών του Βορειοατλαντικού Συμφώνου			
